id,title,mode,game,date,author,mission_url,download_url,direct_download_url,download_status
2067,Abalyon 2: The Fissure,SP,D2,5/25/2023 12:56,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2067,https://sectorgame.com/dxma/download?m=2067,https://sectorgame.com/dxma/files/f/58/2067/abalyon2.zip,success
2088,!Anarchy! vs. Pyro GX,SP,D2,5/27/2023 15:39,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2088,https://sectorgame.com/dxma/download?m=2088,https://sectorgame.com/dxma/files/f/58/2088/anrchy!.zip,success
2087,Anarchy Christmas Asteroid,SP,D2,5/27/2023 15:38,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2087,https://sectorgame.com/dxma/download?m=2087,https://sectorgame.com/dxma/files/f/58/2087/anarchyxmas.zip,success
2085,Anarchy Prison - Robo Surprise!,MP,D2,5/27/2023 15:36,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2085,https://sectorgame.com/dxma/download?m=2085,https://sectorgame.com/dxma/files/f/58/2085/anarchypri.zip,success
2083,Binford 9999 Robo-Maker,SP,D2,5/27/2023 15:15,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2083,https://sectorgame.com/dxma/download?m=2083,https://sectorgame.com/dxma/files/f/58/2083/binford9999.zip,success
2080,Acid Trip ][,SP,D2,5/27/2023 15:00,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2080,https://sectorgame.com/dxma/download?m=2080,https://sectorgame.com/dxma/files/f/58/2080/acid2_0.zip,success
2081,Io Sledge Facility,SP,D2,5/27/2023 15:06,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2081,https://sectorgame.com/dxma/download?m=2081,https://sectorgame.com/dxma/files/f/58/2081/io-sledg-2.zip,success
2086,Anarchy Swarm,SP,D2,5/27/2023 15:37,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2086,https://sectorgame.com/dxma/download?m=2086,https://sectorgame.com/dxma/files/f/58/2086/anarchyswar.zip,success
2084,Anarchy Forest,SP,D2,5/27/2023 15:34,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2084,https://sectorgame.com/dxma/download?m=2084,https://sectorgame.com/dxma/files/f/58/2084/anarchyfor.zip,success
2070,Abalyon 5: Alien Outpost,SP,D2,5/27/2023 14:37,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2070,https://sectorgame.com/dxma/download?m=2070,https://sectorgame.com/dxma/files/f/58/2070/abalyon5-1.zip,success
2076,Tegralb,MP,D1,5/26/2023 4:22,blarget,https://sectorgame.com/dxma/dxma/mission?m=2076,https://sectorgame.com/dxma/download?m=2076,https://sectorgame.com/dxma/files/f/34/2076/tegralb.zip,success
2078,Alien Robot Factory,SP,D2,5/27/2023 14:48,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2078,https://sectorgame.com/dxma/download?m=2078,https://sectorgame.com/dxma/files/f/58/2078/arf.zip,success
2073,Abalyon NOVA Prime,SP,D2,5/25/2023 13:06,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2073,https://sectorgame.com/dxma/download?m=2073,https://sectorgame.com/dxma/files/f/58/2073/abalyon_prime.zip,success
2075,Deep Space 10,SP,D2,5/25/2023 13:58,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2075,https://sectorgame.com/dxma/download?m=2075,https://sectorgame.com/dxma/files/f/58/2075/deepspace10.zip,success
2074,Abalyon 8: Alien Home World,SP,D2,5/25/2023 13:47,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2074,https://sectorgame.com/dxma/download?m=2074,https://sectorgame.com/dxma/files/f/58/2074/abalyon8.zip,success
2191,Empok Nor,MP,D2,12/10/2024 1:05,ThugsRook,https://sectorgame.com/dxma/dxma/mission?m=2191,https://sectorgame.com/dxma/download?m=2191,https://sectorgame.com/dxma/files/f/84/2191/empoknor.zip,success
2190,Ansylem,MP,D2,12/10/2024 1:01,(multiple),https://sectorgame.com/dxma/dxma/mission?m=2190,https://sectorgame.com/dxma/download?m=2190,https://sectorgame.com/dxma/files/f/84/2190/ansylem.zip,success
2193,Ambushed,MP,D2,12/10/2024 1:12,(multiple),https://sectorgame.com/dxma/dxma/mission?m=2193,https://sectorgame.com/dxma/download?m=2193,https://sectorgame.com/dxma/files/f/84/2193/ambushed.zip,success
2192,Forsakened,MP,D2,12/10/2024 1:10,(multiple),https://sectorgame.com/dxma/dxma/mission?m=2192,https://sectorgame.com/dxma/download?m=2192,https://sectorgame.com/dxma/files/f/84/2192/forsakened.zip,success
2188,Massive Dump,MP,D1,12/8/2024 18:57,Lee,https://sectorgame.com/dxma/dxma/mission?m=2188,https://sectorgame.com/dxma/download?m=2188,https://sectorgame.com/dxma/files/f/12/2188/massdmp.zip,success
2189,Kegparty99,MP,D2,12/10/2024 0:57,ThugsRook,https://sectorgame.com/dxma/dxma/mission?m=2189,https://sectorgame.com/dxma/download?m=2189,https://sectorgame.com/dxma/files/f/84/2189/kegparty99.zip,success
2172,The Disorient,SP,D2,7/27/2024 8:10,Unknown Author,https://sectorgame.com/dxma/dxma/mission?m=2172,https://sectorgame.com/dxma/download?m=2172,https://sectorgame.com/dxma/files/f/58/2172/the_disorient.zip,success
2171,Hunting Halls 1.4,SP,D2,7/27/2024 8:07,Unknown Author,https://sectorgame.com/dxma/dxma/mission?m=2171,https://sectorgame.com/dxma/download?m=2171,https://sectorgame.com/dxma/files/f/58/2171/hunting_halls_14.zip,success
2187,ex0core System,SP,D2,11/21/2024 19:39,Fat_Kid,https://sectorgame.com/dxma/dxma/mission?m=2187,https://sectorgame.com/dxma/download?m=2187,https://sectorgame.com/dxma/files/f/83/2187/ex0core.zip,success
2169,Lava Lamp,SP,D2,7/27/2024 8:00,Unknown Author,https://sectorgame.com/dxma/dxma/mission?m=2169,https://sectorgame.com/dxma/download?m=2169,https://sectorgame.com/dxma/files/f/58/2169/lavalamp.zip,success
2170,Building 7 - Weapons Plant,SP,D2,7/27/2024 8:05,Unknown Author,https://sectorgame.com/dxma/dxma/mission?m=2170,https://sectorgame.com/dxma/download?m=2170,https://sectorgame.com/dxma/files/f/58/2170/building.zip,success
2168,Quad Towers,SP,D2,7/27/2024 7:58,Unknown Author,https://sectorgame.com/dxma/dxma/mission?m=2168,https://sectorgame.com/dxma/download?m=2168,https://sectorgame.com/dxma/files/f/58/2168/quad_towers.zip,success
2180,ItsIndikaD1,MP,D1,11/7/2024 12:38,rethink,https://sectorgame.com/dxma/dxma/mission?m=2180,https://sectorgame.com/dxma/download?m=2180,https://sectorgame.com/dxma/files/f/48/2180/ItsIndikaD1.zip,success
2186,Keptune Lite,MP,D1,11/15/2024 7:27,Kaizen,https://sectorgame.com/dxma/dxma/mission?m=2186,https://sectorgame.com/dxma/download?m=2186,https://sectorgame.com/dxma/files/f/35/2186/KeptLite.zip,success
2184,Anxiety,SP,D2,9/25/2024 14:47,Jeff250,https://sectorgame.com/dxma/dxma/mission?m=2184,https://sectorgame.com/dxma/download?m=2184,https://sectorgame.com/dxma/files/f/58/2184/anxiety.zip,success
2178,Moondial,MP,D1,11/2/2024 18:04,SeaWyrm,https://sectorgame.com/dxma/dxma/mission?m=2178,https://sectorgame.com/dxma/download?m=2178,https://sectorgame.com/dxma/files/f/16/2178/moondial_rc402.zip,success
2185,Keptune,MP,D1,11/6/2024 3:39,Kaizen,https://sectorgame.com/dxma/dxma/mission?m=2185,https://sectorgame.com/dxma/download?m=2185,https://sectorgame.com/dxma/files/f/35/2185/Keptune.zip,success
2181,Crystal Caves 2,SP,D2,9/25/2024 14:45,Jeff250,https://sectorgame.com/dxma/dxma/mission?m=2181,https://sectorgame.com/dxma/download?m=2181,https://sectorgame.com/dxma/files/f/58/2181/crystal_caves_2.zip,success
2183,Anxiety With Shakers,SP,D2,9/25/2024 14:46,Jeff250,https://sectorgame.com/dxma/dxma/mission?m=2183,https://sectorgame.com/dxma/download?m=2183,https://sectorgame.com/dxma/files/f/58/2183/anxietye.zip,success
2182,Eden,SP,D2,9/25/2024 14:46,Jeff250,https://sectorgame.com/dxma/dxma/mission?m=2182,https://sectorgame.com/dxma/download?m=2182,https://sectorgame.com/dxma/files/f/58/2182/eden.zip,success
2179,Mirror Logic,MP,D1,8/31/2024 2:04,(multiple),https://sectorgame.com/dxma/dxma/mission?m=2179,https://sectorgame.com/dxma/download?m=2179,https://sectorgame.com/dxma/files/f/16/2179/mirror_logic.zip,success
2177,Tauroreum,SP,D1,8/17/2024 21:00,"Psion, I think",https://sectorgame.com/dxma/dxma/mission?m=2177,https://sectorgame.com/dxma/download?m=2177,https://sectorgame.com/dxma/files/f/77/2177/TAUROREU.zip,success
2174,Plasma in my mind,SP,D2,7/28/2024 6:58,Unknown Author,https://sectorgame.com/dxma/dxma/mission?m=2174,https://sectorgame.com/dxma/download?m=2174,https://sectorgame.com/dxma/files/f/58/2174/plasma_in_my_mind.zip,success
2175,Descent 1 but things are randomised,SP,D1,8/17/2024 3:33,TRUEpicness,https://sectorgame.com/dxma/dxma/mission?m=2175,https://sectorgame.com/dxma/download?m=2175,https://sectorgame.com/dxma/files/f/76/2175/D1random V1.2.zip,success
2176,Voorhees,MP,D1,8/14/2024 13:21,terminal,https://sectorgame.com/dxma/dxma/mission?m=2176,https://sectorgame.com/dxma/download?m=2176,https://sectorgame.com/dxma/files/f/45/2176/Voorhees.zip,success
2018,Tribute,MP,D1,10/15/2022 9:12,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2018,https://sectorgame.com/dxma/download?m=2018,https://sectorgame.com/dxma/files/f/10/2018/tribute.zip,success
2016,Siren,MP,D1,10/15/2022 8:55,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2016,https://sectorgame.com/dxma/download?m=2016,https://sectorgame.com/dxma/files/f/10/2016/siren.zip,success
2013,Shieldboy Mountain,MP,D1,10/15/2022 8:43,(multiple),https://sectorgame.com/dxma/dxma/mission?m=2013,https://sectorgame.com/dxma/download?m=2013,https://sectorgame.com/dxma/files/f/10/2013/sboymnt.zip,success
2017,Five Sucky Levels,MP,D1,10/15/2022 9:04,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2017,https://sectorgame.com/dxma/download?m=2017,https://sectorgame.com/dxma/files/f/10/2017/sucky5.zip,success
2000,Division,MP,D1,10/15/2022 7:36,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2000,https://sectorgame.com/dxma/download?m=2000,https://sectorgame.com/dxma/files/f/10/2000/division.zip,success
2019,Vesta,MP,D1,10/15/2022 9:21,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2019,https://sectorgame.com/dxma/download?m=2019,https://sectorgame.com/dxma/files/f/10/2019/vesta.zip,success
2010,Pandora,MP,D1,10/15/2022 8:30,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2010,https://sectorgame.com/dxma/download?m=2010,https://sectorgame.com/dxma/files/f/10/2010/pandora.zip,success
2006,Minerva,MP,D1,10/15/2022 8:08,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2006,https://sectorgame.com/dxma/download?m=2006,https://sectorgame.com/dxma/files/f/10/2006/minerva.zip,success
2015,Sibyl,MP,D1,10/15/2022 8:51,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2015,https://sectorgame.com/dxma/download?m=2015,https://sectorgame.com/dxma/files/f/10/2015/sibyl.zip,success
2001,Hera,MP,D1,10/15/2022 7:44,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2001,https://sectorgame.com/dxma/download?m=2001,https://sectorgame.com/dxma/files/f/10/2001/hera.zip,success
2014,Shieldboy Mountain Extreme,MP,D1,10/15/2022 8:47,(multiple),https://sectorgame.com/dxma/dxma/mission?m=2014,https://sectorgame.com/dxma/download?m=2014,https://sectorgame.com/dxma/files/f/10/2014/sboymntx.zip,success
2009,Nysa,MP,D1,10/15/2022 8:24,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2009,https://sectorgame.com/dxma/download?m=2009,https://sectorgame.com/dxma/files/f/10/2009/nysa.zip,success
2011,Persephone,MP,D1,10/15/2022 8:34,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2011,https://sectorgame.com/dxma/download?m=2011,https://sectorgame.com/dxma/files/f/10/2011/prsphone.zip,success
2003,Lachesis,MP,D1,10/15/2022 7:55,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2003,https://sectorgame.com/dxma/download?m=2003,https://sectorgame.com/dxma/files/f/10/2003/lachesis.zip,success
2012,Psyche,MP,D1,10/15/2022 8:38,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2012,https://sectorgame.com/dxma/download?m=2012,https://sectorgame.com/dxma/files/f/10/2012/psyche.zip,success
2004,Maia,MP,D1,10/15/2022 8:00,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2004,https://sectorgame.com/dxma/download?m=2004,https://sectorgame.com/dxma/files/f/10/2004/maia.zip,success
2002,KoalaBalla,MP,D1,10/15/2022 7:51,(multiple),https://sectorgame.com/dxma/dxma/mission?m=2002,https://sectorgame.com/dxma/download?m=2002,https://sectorgame.com/dxma/files/f/10/2002/kaballa.zip,success
2008,Nereus,MP,D1,10/15/2022 8:16,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2008,https://sectorgame.com/dxma/download?m=2008,https://sectorgame.com/dxma/files/f/10/2008/nereus.zip,success
2005,The Manes,MP,D1,10/15/2022 8:03,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2005,https://sectorgame.com/dxma/download?m=2005,https://sectorgame.com/dxma/files/f/10/2005/manes.zip,success
2007,Myrrha,MP,D1,10/15/2022 8:13,Spaz,https://sectorgame.com/dxma/dxma/mission?m=2007,https://sectorgame.com/dxma/download?m=2007,https://sectorgame.com/dxma/files/f/10/2007/myrrha.zip,success
1999,Galatea,MP,D1,10/15/2022 7:30,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1999,https://sectorgame.com/dxma/download?m=1999,https://sectorgame.com/dxma/files/f/10/1999/galatea.zip,success
1998,Euphrosyne,MP,D1,10/15/2022 7:26,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1998,https://sectorgame.com/dxma/download?m=1998,https://sectorgame.com/dxma/files/f/10/1998/euphro.zip,success
1997,Eris,MP,D1,10/15/2022 7:22,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1997,https://sectorgame.com/dxma/download?m=1997,https://sectorgame.com/dxma/files/f/10/1997/eris.zip,success
1996,Eileithyia,MP,D1,10/15/2022 7:19,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1996,https://sectorgame.com/dxma/download?m=1996,https://sectorgame.com/dxma/files/f/10/1996/eileith.zip,success
1995,Demeter,MP,D1,10/15/2022 7:13,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1995,https://sectorgame.com/dxma/download?m=1995,https://sectorgame.com/dxma/files/f/10/1995/demeter.zip,success
1993,Crizzen,MP,D1,10/15/2022 7:06,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1993,https://sectorgame.com/dxma/download?m=1993,https://sectorgame.com/dxma/files/f/10/1993/crizzen.zip,success
1994,Daphne,MP,D1,10/15/2022 7:09,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1994,https://sectorgame.com/dxma/download?m=1994,https://sectorgame.com/dxma/files/f/10/1994/daphne.zip,success
1983,Neptune,MP,D1,10/2/2022 18:21,tbc,https://sectorgame.com/dxma/dxma/mission?m=1983,https://sectorgame.com/dxma/download?m=1983,https://sectorgame.com/dxma/files/f/13/1983/Neptune.zip,success
1985,Heartbreaker,MP,D1,10/5/2022 3:05,terminal,https://sectorgame.com/dxma/dxma/mission?m=1985,https://sectorgame.com/dxma/download?m=1985,https://sectorgame.com/dxma/files/f/45/1985/heartb.zip,success
1992,Corcyra,MP,D1,10/15/2022 7:01,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1992,https://sectorgame.com/dxma/download?m=1992,https://sectorgame.com/dxma/files/f/10/1992/corcyra.zip,success
1981,Anarctic,MP,D1,10/2/2022 18:17,tbc,https://sectorgame.com/dxma/dxma/mission?m=1981,https://sectorgame.com/dxma/download?m=1981,https://sectorgame.com/dxma/files/f/13/1981/ANARCTIC.zip,success
1987,Aglaia,MP,D1,10/13/2022 16:05,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1987,https://sectorgame.com/dxma/download?m=1987,https://sectorgame.com/dxma/files/f/10/1987/aglaia.zip,success
1990,Chimaera,MP,D1,10/15/2022 6:53,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1990,https://sectorgame.com/dxma/download?m=1990,https://sectorgame.com/dxma/files/f/10/1990/chimaera.zip,success
1973,EQ's Sesame Set,SP,D2,8/26/2022 10:22,szg,https://sectorgame.com/dxma/dxma/mission?m=1973,https://sectorgame.com/dxma/download?m=1973,https://sectorgame.com/dxma/files/f/40/1973/eq-set.zip,success
1976,Falloff,MP,D1,9/4/2022 15:38,SeaWyrm,https://sectorgame.com/dxma/dxma/mission?m=1976,https://sectorgame.com/dxma/download?m=1976,https://sectorgame.com/dxma/files/f/16/1976/falloff.zip,success
1975,Trichome Salad,MP,D1,9/3/2022 16:00,jazzyjet,https://sectorgame.com/dxma/dxma/mission?m=1975,https://sectorgame.com/dxma/download?m=1975,https://sectorgame.com/dxma/files/f/13/1975/Trichome Salad.zip,success
1984,Nocturnal,MP,D1,10/2/2022 18:22,Nirvana,https://sectorgame.com/dxma/dxma/mission?m=1984,https://sectorgame.com/dxma/download?m=1984,https://sectorgame.com/dxma/files/f/13/1984/d1nctrnl.zip,success
1982,Yield,MP,D1,10/2/2022 18:19,tbc,https://sectorgame.com/dxma/dxma/mission?m=1982,https://sectorgame.com/dxma/download?m=1982,https://sectorgame.com/dxma/files/f/13/1982/Yield.zip,success
1989,Atropos,MP,D1,10/13/2022 17:07,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1989,https://sectorgame.com/dxma/download?m=1989,https://sectorgame.com/dxma/files/f/10/1989/atropos.zip,success
1991,Clotho,MP,D1,10/15/2022 6:56,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1991,https://sectorgame.com/dxma/download?m=1991,https://sectorgame.com/dxma/files/f/10/1991/clotho.zip,success
1980,Barathrum,MP,D1,10/2/2022 18:15,tbc,https://sectorgame.com/dxma/dxma/mission?m=1980,https://sectorgame.com/dxma/download?m=1980,https://sectorgame.com/dxma/files/f/13/1980/BARAD1.zip,success
1977,PSX Anarchy,MP,D1,9/9/2022 10:05,Parallax,https://sectorgame.com/dxma/dxma/mission?m=1977,https://sectorgame.com/dxma/download?m=1977,https://sectorgame.com/dxma/files/f/9/1977/psxanchy.zip,success
1986,Athena,MP,D1,10/13/2022 15:49,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1986,https://sectorgame.com/dxma/download?m=1986,https://sectorgame.com/dxma/files/f/10/1986/athena.zip,success
1988,Artemis,MP,D1,10/13/2022 16:57,Spaz,https://sectorgame.com/dxma/dxma/mission?m=1988,https://sectorgame.com/dxma/download?m=1988,https://sectorgame.com/dxma/files/f/10/1988/artemis.zip,success
1979,Contained,SP,D1,9/30/2022 0:24,Swarthy,https://sectorgame.com/dxma/dxma/mission?m=1979,https://sectorgame.com/dxma/download?m=1979,https://sectorgame.com/dxma/files/f/14/1979/contain.zip,success
1972,Rollercoaster,MP,D2,7/11/2022 23:49,winternimbus,https://sectorgame.com/dxma/dxma/mission?m=1972,https://sectorgame.com/dxma/download?m=1972,https://sectorgame.com/dxma/files/f/42/1972/wntrrlrc.rar,success
1971,Sub Station Alpha,SP,D2,7/11/2022 5:27,szg,https://sectorgame.com/dxma/dxma/mission?m=1971,https://sectorgame.com/dxma/download?m=1971,https://sectorgame.com/dxma/files/f/40/1971/ssa.zip,success
1970,Draining The Waterheart,SP,D2,6/20/2022 2:58,AlumiuN,https://sectorgame.com/dxma/dxma/mission?m=1970,https://sectorgame.com/dxma/download?m=1970,https://sectorgame.com/dxma/files/f/37/1970/wtrheart.zip,success
1969,Pipage,MP,D1,4/22/2022 2:50,blarget,https://sectorgame.com/dxma/dxma/mission?m=1969,https://sectorgame.com/dxma/download?m=1969,https://sectorgame.com/dxma/files/f/34/1969/pipage.zip,success
1974,The Phoenix Foundry,SP,D2,8/23/2022 21:39,szg,https://sectorgame.com/dxma/dxma/mission?m=1974,https://sectorgame.com/dxma/download?m=1974,https://sectorgame.com/dxma/files/f/40/1974/phoenix.zip,success
2119,Uneasy 3,SP,D2,12/21/2023 5:23,blarget,https://sectorgame.com/dxma/dxma/mission?m=2119,https://sectorgame.com/dxma/download?m=2119,https://sectorgame.com/dxma/files/f/34/2119/Uneasy3.zip,success
1593,Platoon,MP,D1,11/18/2023 18:14,Swarthy,https://sectorgame.com/dxma/dxma/mission?m=1593,https://sectorgame.com/dxma/download?m=1593,https://sectorgame.com/dxma/files/f/14/1593/platoon.zip,success
2113,Ahayweh Gate,MP,D1,11/11/2023 21:57,Parallax,https://sectorgame.com/dxma/dxma/mission?m=2113,https://sectorgame.com/dxma/download?m=2113,https://sectorgame.com/dxma/files/f/13/2113/AGD201.zip,success
2116,Kyuurei for Descent 2,MP,D2,11/21/2023 23:28,Sapphirus,https://sectorgame.com/dxma/dxma/mission?m=2116,https://sectorgame.com/dxma/download?m=2116,https://sectorgame.com/dxma/files/f/4/2116/Kyuurei for Descent 2.zip,success
2115,IO Sulfur Mine,MP,D1,12/9/2023 12:42,Parallax,https://sectorgame.com/dxma/dxma/mission?m=2115,https://sectorgame.com/dxma/download?m=2115,https://sectorgame.com/dxma/files/f/13/2115/IOSMD111.zip,success
2114,Lunar Scilab,MP,D1,11/11/2023 21:57,Parallax,https://sectorgame.com/dxma/dxma/mission?m=2114,https://sectorgame.com/dxma/download?m=2114,https://sectorgame.com/dxma/files/f/13/2114/LUNAD102.zip,success
2097,Desync,MP,D1,6/11/2023 1:48,blarget,https://sectorgame.com/dxma/dxma/mission?m=2097,https://sectorgame.com/dxma/download?m=2097,https://sectorgame.com/dxma/files/f/34/2097/desync.zip,success
2098,Hydrobiologic Theater,SP,D2,6/14/2023 1:50,nightsurfer,https://sectorgame.com/dxma/dxma/mission?m=2098,https://sectorgame.com/dxma/download?m=2098,https://sectorgame.com/dxma/files/f/59/2098/hydrobiologic_theater.zip,success
2077,PTMC Hidden Dig Site,SP,D2,6/3/2023 17:12,blarget,https://sectorgame.com/dxma/dxma/mission?m=2077,https://sectorgame.com/dxma/download?m=2077,https://sectorgame.com/dxma/files/f/34/2077/PHDS.zip,success
2096,Guide Boss,SP,D2,5/27/2023 16:10,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2096,https://sectorgame.com/dxma/download?m=2096,https://sectorgame.com/dxma/files/f/58/2096/guideboss.zip,success
2095,!Anaconda! Vertigo,SP,D2,5/27/2023 16:05,"Cameron ""Stryker"" Fultz",https://sectorgame.com/dxma/dxma/mission?m=2095,https://sectorgame.com/dxma/download?m=2095,https://sectorgame.com/dxma/files/f/58/2095/anacondav.zip,success
2105,Anachronistic,SP,D1,10/23/2023 0:36,AlumiuN,https://sectorgame.com/dxma/dxma/mission?m=2105,https://sectorgame.com/dxma/download?m=2105,https://sectorgame.com/dxma/files/f/37/2105/anachron.zip,success
2101,Artifact,MP,D1,7/28/2023 16:28,blarget,https://sectorgame.com/dxma/dxma/mission?m=2101,https://sectorgame.com/dxma/download?m=2101,https://sectorgame.com/dxma/files/f/34/2101/Artifact.zip,success
2111,Uranus Ascent vertigo,SP,D2,10/22/2023 13:35,Alex,https://sectorgame.com/dxma/dxma/mission?m=2111,https://sectorgame.com/dxma/download?m=2111,https://sectorgame.com/dxma/files/f/58/2111/uranus.zip,success
2110,PTMC 2 REISSUED,SP,D2,10/21/2023 18:18,Alex,https://sectorgame.com/dxma/dxma/mission?m=2110,https://sectorgame.com/dxma/download?m=2110,https://sectorgame.com/dxma/files/f/58/2110/ptmc2r01.zip,success
2109,PTMC-E1,MP,D1,10/13/2023 5:33,blarget,https://sectorgame.com/dxma/dxma/mission?m=2109,https://sectorgame.com/dxma/download?m=2109,https://sectorgame.com/dxma/files/f/34/2109/Pe1.zip,success
2107,Black Forest Ham,MP,D3,9/28/2023 8:55,terminal,https://sectorgame.com/dxma/dxma/mission?m=2107,https://sectorgame.com/dxma/download?m=2107,https://sectorgame.com/dxma/files/f/45/2107/bfh.zip,success
2108,Swat,MP,D3,9/30/2023 5:09,terminal,https://sectorgame.com/dxma/dxma/mission?m=2108,https://sectorgame.com/dxma/download?m=2108,https://sectorgame.com/dxma/files/f/45/2108/swat.zip,success
2106,Heartbreaker,MP,D3,9/15/2023 18:49,terminal,https://sectorgame.com/dxma/dxma/mission?m=2106,https://sectorgame.com/dxma/download?m=2106,https://sectorgame.com/dxma/files/f/45/2106/heartd3.zip,success
